"release_speed","swing"
134.540677391764,0.250975386758373
138.267815737272,0.473579560938215
132.430887309287,0.127642095192283
141.850504536623,1.61821342896662
132.09238399,0.128514315553329
145.39869106,2.84416690221204
144.46177249,2.72383588579834
144.163288600305,2.92265273193808
134.898379075092,0.459464983272484
141.075364157556,2.19522510807591
133.706331474435,0.888573421097082
130.2631407656,-0.0750302784143174
137.999143732572,1.6478127916282
141.85115534284,1.69532018318492
141.11460176226,1.76091984376152
139.528177216755,1.47154991095792
142.840784436027,2.84968068001147
146.92361462254,2.9403049717615
134.199799167662,0.293865867309708
139.640687026914,1.29184282294015
141.317243235466,0.820563109425785
146.451168910735,2.16323308679554
143.835877625347,2.80084670449449
134.71391261652,0.243119126790324
130.097424020608,0.135679722771727
133.530730379098,-0.0126511947541078
131.57587194386,0.068708960928289
139.414776507992,2.41085977069155
133.912490116693,0.673459905568167
133.321066219702,-0.108210004938377
140.112923087744,1.23390466374993
132.81361312331,0.0505875669637284
132.73786841,0.142001083172455
135.733697210605,0.0539128113957827
133.95240133854,0.506456101376159
142.801414282571,0.990601011659765
127.836288869367,0.0326773304427172
134.228425457068,0.162530698793895
145.222930792551,1.94953886443828
146.157704300848,2.54796957017163
137.136885822653,-0.134454391722867
136.506758968628,0.205066552558408
130.080100361869,-0.508857997691104
132.959913881185,-0.100547440693082
143.114478999956,2.26852860718679
130.263849410453,-0.309412395014661
129.754854606564,-0.30263155800485
145.020570870594,2.63426098776806
141.22841915,3.13018007168267
141.216223212795,2.6239124119826
130.344341821369,-0.105297574762598
134.338099746527,0.50251839293624
130.12249055854,-0.559275937695432
139.74773113,1.20770322916933
129.98727099568,-0.0611337395511952
147.179605553305,2.00788349555648
146.757648909366,1.75808304269066
127.042842532326,-0.19434446154921
140.78487817655,1.92615673242044
138.432239053093,1.359419667266
137.948127338626,2.18697131462584
142.730383056962,1.52991687829996
133.383567454124,0.0293780287497539
131.934571746111,-0.168837059815606
133.897442238888,-0.080490868928377
151.453371074906,1.78084044736689
146.214009752928,1.89901755414989
149.605963322215,2.7549800063042
146.232726473649,3.03338360695732
147.898648660003,3.29600051808923
134.890419177367,0.451785963031047
135.410528006379,0.23559700086933
143.411165516068,1.1609537707369
149.90731574,1.82382312315453
151.17272583,1.7037512195909
149.845098086417,2.41196398870729
136.457451651031,0.386562089464452
151.471465002157,1.82674945826229
140.707644002324,1.14832266090017
147.554917712753,1.32614766169611
125.402738258454,-0.0426117536818197
134.895978425153,0.319425853082902
135.250233769097,-0.267349778017564
133.308,0.102844116396109
134.378818486973,0.482977863207303
137.064728202816,-0.0764109846740545
134.778415544063,-0.426031475509544
143.5378976835,1.29689109852871
149.575652917876,1.70747499523346
150.563382639413,1.57776251923665
135.401,1.6450436750596
148.793518491246,1.45300546138001
149.599191926718,2.01716209606847
136.528,-0.338431583719795
153.206509942862,1.83601005009532
144.095,1.49184586539774
151.329479702836,1.21390203765358
136.906110405785,0.466983566407856
146.183854841794,1.47569682921136
139.502315268494,0.705803374342302
147.176100059538,2.37244687963493
144.832552888856,2.02548522591961
148.179619724564,1.89996819529485
146.528615373532,2.31553038891902
136.735801764794,-0.0773151196839773
147.788961573306,1.71458992706502
145.941574901033,2.78200075399893
146.67343410122,2.19047421073765
147.599063576073,2.47162181356323
147.562177278715,1.75972718290103
146.348466969504,2.08381085232194
142.650744133176,0.831370856141575
148.780065830156,1.55944415968401
143.058082356003,0.263750060006602
146.425098678814,1.30073635795354
148.725653820471,1.95077606657005
134.376062447155,0.360403427992681
134.375470856834,0.25302862256888
134.946117022283,0.478036290414676
135.480313968006,0.0964293124595349
150.540360842263,2.51913752682662
149.487737879304,1.4673195492322
149.006317555712,2.55724724448465
147.421668295183,1.3988984347621
150.627533235184,2.30880318372747
146.808906200883,2.46755242541579
134.838082771837,0.657526135403844
148.050322347129,2.42052111490486
138.657281051812,0.763918208914947
142.411387457638,1.86899056828511
150.489953127344,1.77692945811591
149.247027483476,2.90065390982487
141.153986213992,0.938100446949778
146.685457918366,1.80217394651776
148.379447853595,1.14434070219017
149.902357711451,0.204668411514735
150.395090844105,0.974482918523081
150.642016328004,1.85677794357715
133.954544943035,0.307507612930812
150.996224010732,1.52313312587854
149.57539492,2.26039368791853
148.300197147138,2.47461734998668
150.724471932038,2.03722218911987
136.497866883406,1.1186636833774
147.459708436607,0.765244225646062
129.543837634662,-0.14120211077879
128.584217997648,-0.131957734888439
128.939042937269,0.528346808392579
149.935964094666,1.28796413436233
