"length","release_z","release_y"
"Bouncer",1.53551687064528,0.200461766973824
"Full",1.59518743994398,0.136191195527147
"Full toss",1.57883445678422,0.153579293681475
"Good length",1.58333105554087,0.128367684439484
"Short",1.55125340408902,0.236879281872531
"Short of a good length",1.57628378457681,0.18838077102935
"Slot",1.60640779625198,0.118909004604177
"Yorker",1.60373412683441,0.0991260191081504
