"player","z","y"
"Right-arm over fast",1.96553021219144,0.622774236808648
"Matheesha Pathirana Overall",1.55474024838841,0.0512489125750907
"Matheesha Pathirana 2022",1.5159841402287,0.0552504891622172
"Matheesha Pathirana 2023",1.55119325115483,0.0562564311908422
"Matheesha Pathirana 2024",1.56538495140519,0.0453258528962669
"Nuwan Thushara",1.5806834646038,0.145762485970849
